trustLevel|totalScanTimeInSeconds|grandTotal|lineItemVoids|scansWithoutRegistration|quantityModifications|scannedLineItemsPerSecond|valuePerSecond|lineItemVoidsPerPosition|fraud|totalItemScanned|interTstsVps
4|1411|49.25|2|8|4|0.0028348688873139|0.0349043231750532|0.5|0|3.9999999999999125|1461.9690379163715
4|1279|89.11|0|0|3|0.0109460516028147|0.0696716184519156|0.0|0|14.0|1374.31843792025
3|1771|2.51|3|1|4|0.005081874647092|0.0014172783738001|0.333333333333333|0|8.999999999999932|1773.513557368718
3|1642|6.25|7|8|2|0.0048721071863581|0.0038063337393422|0.875|0|8.0|1648.2737895858704
3|1018|27.26|1|9|0|0.0235756385068762|0.0267779960707269|0.0416666666666667|0|23.99999999999997|1045.989968172888
3|44|78.64|1|10|1|0.0909090909090909|1.78727272727273|0.25|0|3.9999999999999996|263.1911272727278
3|550|84.57|6|0|3|0.04|0.153763636363636|0.272727272727273|0|22.0|647.5737907272725
2|109|24.32|10|0|5|0.100917431192661|0.223119266055046|0.909090909090909|0|11.00000000000005|138.74626055045874
3|1660|12.58|6|5|1|0.0090361445783132|0.007578313253012|0.4|0|14.999999999999913|1672.6753351807229
2|1078|58.61|9|10|3|0.0074211502782931|0.0543692022263451|1.125|0|7.999999999999962|1139.7965789424861
2|1464|58.21|8|3|0|0.0177595628415301|0.0397609289617486|0.307692307692308|0|26.000000000000064|1524.5244836748636
5|1228|85.93|11|0|1|0.0162866449511401|0.0699755700325733|0.55|0|20.000000000000043|1319.943000732899
6|1790|70.66|5|1|0|0.0072625698324022|0.0394748603351955|0.384615384615385|0|12.999999999999938|1863.4492936312852
5|1052|67.09|6|2|4|0.0180608365019011|0.0637737642585551|0.315789473684211|0|18.999999999999957|1123.3685818441065
1|996|71.94|7|0|1|0.0271084337349398|0.0722289156626506|0.259259259259259|1|27.000000000000043|1073.136148192771
2|1515|7.69|11|4|1|0.0138613861386139|0.005075907590759|0.523809523809524|0|21.000000000000057|1522.7290337293725
6|1245|22.06|4|7|4|0.0080321285140562|0.017718875502008|0.4|0|9.999999999999968|1267.4508783935742
2|952|0.58|8|5|0|0.0168067226890756|0.0006092436974789|0.5|0|15.99999999999997|952.5803533613445
5|1570|47.79|4|10|5|0.0012738853503184|0.0304394904458599|2.0|0|1.9999999999998879|1619.2447032484076
3|1599|36.79|9|5|3|0.0100062539086929|0.0230081300813008|0.5625|0|15.999999999999947|1636.6364691056908
2|1305|87.65|7|8|4|0.021455938697318|0.0671647509578544|0.25|1|27.99999999999999|1398.5369904214558
6|122|14.32|1|5|5|0.114754098360656|0.117377049180328|0.0714285714285714|0|14.000000000000032|138.00083934426232
6|861|97.36|6|9|5|0.0092915214866434|0.113077816492451|0.75|0|7.999999999999967|969.3692562137054
6|1577|78.41|4|6|1|0.0145846544071021|0.049720989220038|0.173913043478261|0|23.00000000000001|1659.3086227647434
4|597|45.98|0|4|4|0.0284757118927973|0.0770184254606365|0.0|0|16.999999999999986|646.5213072026801
1|1319|37.1|7|7|0|0.0144048521607278|0.0281273692191054|0.368421052631579|0|18.999999999999968|1357.1435253980287
1|1335|38.95|5|1|3|0.0142322097378277|0.0291760299625468|0.263157894736842|0|18.999999999999982|1375.0864063670413
6|894|77.5|6|6|4|0.0111856823266219|0.0866890380313199|0.6|0|9.999999999999979|978.2184004474273
5|533|0.28|6|0|2|0.0037523452157598|0.0005253283302063|3.0|0|1.9999999999999734|533.2801470919323
3|1636|70.4|8|9|4|0.0091687041564792|0.0430317848410758|0.533333333333333|0|14.99999999999997|1709.4294376528117
3|185|98.96|4|2|1|0.145945945945946|0.534918918918919|0.148148148148148|0|27.00000000000001|336.8955762162162
4|113|23.38|11|10|0|0.15929203539823|0.206902654867257|0.611111111111111|0|17.99999999999999|141.21738407079653
4|1814|52.98|3|7|4|0.0071664829106946|0.0292061742006615|0.230769230769231|0|13.000000000000004|1868.527343109151
4|477|1.36|10|1|1|0.0440251572327044|0.0028511530398322|0.476190476190476|0|21.0|478.3638775681341
6|1123|33.03|10|6|3|0.0053428317008014|0.0294122885129118|1.66666666666667|0|5.999999999999972|1157.0014878895813
2|1278|98.78|2|3|1|0.0062597809076682|0.0772926447574335|0.25|0|7.999999999999959|1384.4149674491393
3|1171|90.98|8|1|0|0.013663535439795|0.0776942783945346|0.5|0|15.999999999999945|1269.0486254483349
4|1175|77.42|0|5|3|0.0119148936170213|0.0658893617021277|0.0|0|14.000000000000027|1257.5211543829787
2|1094|91.26|9|0|3|0.006398537477148|0.083418647166362|1.28571428571429|0|6.999999999999912|1192.8727857404022
1|990|19.42|1|7|3|0.0202020202020202|0.0196161616161616|0.05|0|20.0|1009.8009458585858
5|37|62.17|9|4|4|0.783783783783784|1.68027027027027|0.310344827586207|0|29.000000000000007|203.63240270270268
5|356|68.03|5|3|5|0.0196629213483146|0.191095505617978|0.714285714285714|0|6.999999999999997|437.03022724719125
6|493|86.24|6|0|3|0.0365111561866126|0.174929006085193|0.333333333333333|0|18.000000000000014|594.3258774847872
3|654|85.68|4|10|3|0.0015290519877675|0.131009174311927|4.0|0|0.9999999999999449|750.9048660550462
2|509|85.16|1|5|3|0.031434184675835|0.167308447937132|0.0625|0|16.000000000000018|608.4079874263265
4|580|89.67|3|7|1|0.0293103448275862|0.154603448275862|0.176470588235294|0|16.999999999999996|683.5332912068965
3|435|9.79|2|5|4|0.0528735632183908|0.0225057471264368|0.0869565217391304|0|22.999999999999996|445.0103312643678
3|770|58.93|8|0|1|0.0298701298701299|0.0765324675324675|0.347826086956522|0|23.000000000000025|833.4400583116882
5|1786|69.83|6|8|3|0.0011198208286674|0.0390985442329227|3.0|0|1.9999999999999765|1858.5602513437852
1|485|17.63|10|3|5|0.0515463917525773|0.0363505154639175|0.4|1|24.999999999999993|503.2708595876288
5|690|58.35|8|7|3|0.0014492753623188|0.0845652173913043|8.0|0|0.999999999999972|753.2843804347826
6|1059|13.5|6|9|2|0.0236071765816808|0.0127478753541076|0.24|0|24.999999999999968|1072.6720963172806
4|420|89.92|2|2|3|0.0523809523809524|0.214095238095238|0.0909090909090909|0|22.00000000000001|529.1714438095238
3|1488|53.87|7|9|1|0.0174731182795699|0.0362029569892473|0.269230769230769|0|26.000000000000014|1543.8202532930109
5|827|40.5|3|3|4|0.0241837968561064|0.0489721886336155|0.15|0|19.999999999999993|869.4833736396613
2|669|13.58|6|7|1|0.0029895366218236|0.0202989536621824|3.0|0|1.9999999999999885|682.8556597907326
4|270|78.69|3|0|3|0.0925925925925926|0.291444444444444|0.12|0|25.000000000000004|371.6237633333331
4|466|48.17|8|0|0|0.0622317596566524|0.103369098712446|0.275862068965517|0|29.000000000000018|519.1492894849785
2|959|11.63|6|10|0|0.0260688216892596|0.0121272158498436|0.24|0|24.999999999999957|970.7710395203336
2|282|70.79|4|8|4|0.024822695035461|0.251028368794326|0.571428571428571|0|7.000000000000003|370.5602982269503
3|304|12.09|2|8|0|0.0296052631578947|0.0397697368421053|0.222222222222222|0|8.99999999999999|316.570816118421
3|1237|96.4|3|1|3|0.0056588520614389|0.077930476960388|0.428571428571429|0|6.999999999999919|1340.9124979789813
3|1152|91.91|10|8|5|0.0017361111111111|0.0797829861111111|5.0|0|1.9999999999999871|1251.2428542534722
5|78|92.86|5|1|5|0.384615384615385|1.19051282051282|0.166666666666667|0|30.000000000000032|281.41102051282036
5|726|12.28|2|5|4|0.012396694214876|0.0169146005509642|0.222222222222222|0|8.999999999999977|738.4877112947659
2|414|98.72|0|5|1|0.0314009661835749|0.238454106280193|0.0|0|13.000000000000009|536.2601893719806
1|898|2.64|9|3|5|0.0334075723830735|0.0029398663697104|0.3|1|30.000000000000004|900.6477612472161
1|788|80.87|0|8|3|0.0101522842639594|0.102626903553299|0.0|0|8.000000000000007|877.1694376903547
1|1312|51.43|7|1|1|0.0076219512195121|0.0391996951219512|0.7|0|9.999999999999876|1365.446040320122
5|106|81.05|2|3|3|0.0471698113207547|0.764622641509434|0.4|0|4.999999999999998|249.02266509433966
4|921|3.39|3|4|2|0.002171552660152|0.0036807817589576|1.5|0|1.999999999999992|924.4024778501629
1|299|42.06|9|8|3|0.0301003344481605|0.14066889632107|1.0|0|8.99999999999999|346.9765337792641
2|1755|8.32|2|0|4|0.0051282051282051|0.0047407407407407|0.222222222222222|0|8.99999999999995|1763.3594429629627
5|798|42.57|11|6|4|0.0350877192982456|0.0533458646616541|0.392857142857143|0|27.999999999999986|842.8409334586465
1|383|37.25|2|10|2|0.0704960835509138|0.0972584856396867|0.0740740740740741|1|26.999999999999986|423.8728785900783
2|530|37.36|1|3|3|0.0490566037735849|0.0704905660377358|0.0384615384615385|0|25.999999999999996|569.9935275471697
5|1300|22.86|3|7|3|0.01|0.0175846153846154|0.230769230769231|0|13.0|1323.261984307692
4|1419|58.79|7|9|1|0.0063424947145877|0.041430584918957|0.777777777777778|0|8.999999999999947|1480.2257040873853
3|1741|11.94|7|3|5|0.0166570936243538|0.0068581275129236|0.241379310344828|0|28.999999999999964|1753.021886042504
1|1035|61.75|8|0|0|0.0028985507246376|0.0596618357487923|2.66666666666667|0|2.999999999999916|1100.434118357488
1|818|88.58|7|8|3|0.0220048899755501|0.108288508557457|0.388888888888889|0|17.999999999999982|916.1721960880193
5|756|8.12|1|1|1|0.0013227513227513|0.0107407407407407|1.0|0|0.9999999999999827|764.2072148148147
2|735|89.47|8|9|3|0.0353741496598639|0.121727891156463|0.307692307692308|0|25.999999999999968|835.3609944217692
5|1262|81.87|4|1|0|0.0206022187004754|0.0648732171156894|0.153846153846154|0|25.999999999999954|1349.1811702852615
1|1096|97.39|1|4|1|0.0118613138686131|0.0888594890510949|0.0769230769230769|0|12.999999999999957|1202.0440256386864
4|767|9.18|8|8|3|0.0247718383311604|0.0119687092568449|0.421052631578947|0|19.000000000000025|776.2898727509777
6|1668|73.58|1|5|3|0.012589928057554|0.0441127098321343|0.0476190476190476|0|21.00000000000007|1744.8258131894484
6|488|38.44|8|1|2|0.0471311475409836|0.0787704918032787|0.347826086956522|0|23.0|529.4679377049181
3|1424|39.11|3|10|5|0.0084269662921348|0.0274648876404494|0.25|0|11.999999999999956|1464.184151755618
3|1518|81.03|8|4|2|0.0019762845849802|0.0533794466403162|2.66666666666667|0|2.999999999999944|1603.3553365612647
2|569|32.98|4|4|0|0.0492091388400703|0.0579613356766257|0.142857142857143|0|28.0|603.8915648506153
3|1504|98.66|7|4|0|0.0152925531914894|0.0655984042553191|0.304347826086957|0|23.000000000000057|1609.1319385638294
3|1059|36.28|0|6|4|0.0018885741265344|0.0342587346553352|0.0|0|1.9999999999999296|1096.5229068932954
4|81|51.58|9|3|5|0.185185185185185|0.63679012345679|0.6|0|14.999999999999986|165.4256345679012
4|1235|40.55|9|2|5|0.0008097165991902|0.032834008097166|9.0|0|0.999999999999897|1276.8814190283404
2|297|91.67|5|6|4|0.0841750841750842|0.308653198653199|0.2|0|25.000000000000007|416.96423872053896
6|2|75.74|6|1|1|4.0|37.87|0.75|0|8.0|2946.0137999999993
2|576|91.74|3|4|3|0.0190972222222222|0.159270833333333|0.272727272727273|0|10.999999999999988|682.3515062499997
5|1145|85.1|2|9|0|0.0183406113537118|0.0743231441048035|0.0952380952380952|0|21.00000000000001|1236.4248995633188
5|1138|78.7|3|5|0|0.0184534270650264|0.0691564147627417|0.142857142857143|0|21.000000000000043|1222.1426098418278
1|1075|31.95|3|8|0|0.0213953488372093|0.0297209302325581|0.130434782608696|1|22.999999999999996|1107.89958372093
1|1382|36.76|5|7|1|0.0166425470332851|0.0265991316931983|0.217391304347826|1|23.00000000000001|1419.7377840810423
3|876|42.68|9|0|2|0.0125570776255708|0.0487214611872146|0.818181818181818|0|11.000000000000021|920.7594319634704
1|219|89.69|3|5|5|0.114155251141553|0.409543378995434|0.12|0|25.000000000000107|345.42194566210054
5|1439|36.09|3|5|5|0.0062543432939541|0.0250799166087561|0.333333333333333|0|8.99999999999995|1475.9951341904102
2|1818|79.15|6|4|0|0.0011001100110011|0.0435368536853685|3.0|0|2.0|1900.595941969197
1|218|41.93|4|7|2|0.0963302752293578|0.192339449541284|0.19047619047619|0|21.0|267.9947931192659
5|793|10.3|8|5|1|0.0201765447667087|0.0129886506935687|0.5|0|16.0|803.4337831021438
4|1437|92.55|11|6|5|0.0146137787056367|0.0644050104384134|0.523809523809524|0|20.999999999999936|1535.5106837160754
2|542|22.4|0|1|5|0.003690036900369|0.0413284132841328|0.0|0|1.999999999999998|565.3257564575646
6|1559|68.32|11|8|5|0.0153944836433611|0.0438229634381014|0.458333333333333|0|23.999999999999954|1630.313984862091
6|671|0.7|4|5|3|0.029806259314456|0.0010432190760059|0.2|0|19.999999999999975|671.7007302533532
5|641|79.14|1|6|1|0.0436817472698908|0.123463338533541|0.0357142857142857|0|28.0|729.9108886115442
2|277|76.34|5|10|0|0.0252707581227437|0.275595667870036|0.714285714285714|0|7.000000000000005|374.37897328519847
5|1719|94.59|1|6|3|0.0081442699243746|0.0550261780104712|0.0714285714285714|0|13.999999999999938|1818.7949261780107
2|249|77.28|9|3|4|0.0441767068273092|0.310361445783133|0.818181818181818|0|10.999999999999991|350.2647325301207
2|1803|7.51|6|2|0|0.0061009428729894|0.0041652800887409|0.545454545454545|0|10.999999999999888|1810.5412812534662
5|165|79.75|2|7|4|0.0363636363636364|0.483333333333333|0.333333333333333|0|6.000000000000005|283.29583333333323
5|1726|7.75|2|5|3|0.004055619930475|0.0044901506373117|0.285714285714286|0|6.99999999999985|1733.784798667439
2|1767|25.97|7|5|1|0.009054895302773|0.0146972269383135|0.4375|0|15.99999999999989|1793.3516869835878
1|310|65.47|5|5|2|0.0516129032258065|0.211193548387097|0.3125|0|16.000000000000014|389.2968416129034
4|1320|77.93|4|6|1|0.0174242424242424|0.0590378787878788|0.173913043478261|0|22.999999999999968|1402.5308218939392
2|796|3.76|1|2|0|0.0314070351758794|0.0047236180904522|0.04|0|25.000000000000004|799.7777608040201
5|1559|61.66|7|5|2|0.0038486209108402|0.0395509942270686|1.16666666666667|0|5.999999999999871|1623.098714304041
2|373|28.95|5|2|4|0.0670241286863271|0.0776139410187668|0.2|0|25.000000000000007|404.19692359249336
4|1221|93.06|2|2|0|0.0106470106470106|0.0762162162162162|0.153846153846154|0|12.999999999999943|1321.1526810810808
3|460|50.97|9|9|4|0.0043478260869565|0.110804347826087|4.5|0|1.99999999999999|516.6176976086957
5|1024|66.64|1|3|0|0.0087890625|0.065078125|0.111111111111111|0|9.0|1094.9768062500002
1|1054|75.58|11|5|4|0.0208728652751423|0.071707779886148|0.5|1|21.999999999999982|1134.999674003795
1|198|49.24|1|1|4|0.0303030303030303|0.248686868686869|0.166666666666667|0|5.999999999999999|259.48534141414154
1|524|38.78|11|3|3|0.0400763358778626|0.0740076335877863|0.523809523809524|0|21.000000000000004|565.6500160305344
6|172|58.21|8|7|5|0.0697674418604651|0.33843023255814|0.666666666666667|0|11.999999999999998|249.91002383720945
5|1049|77.81|2|7|0|0.0057197330791229|0.0741754051477598|0.333333333333333|0|5.999999999999923|1132.5815882745474
6|1603|47.86|9|9|3|0.0006238303181534|0.0298565190268247|9.0|0|0.9999999999999002|1652.288933000624
4|1718|43.52|3|6|0|0.0116414435389988|0.0253317811408615|0.15|0|19.99999999999994|1762.6224391152505
4|813|59.43|8|9|2|0.018450184501845|0.07309963099631|0.533333333333333|0|14.999999999999986|876.7743110701107
5|1399|61.58|5|10|5|0.0114367405289492|0.0440171551107934|0.3125|0|15.99999999999993|1463.2905764117227
5|1151|97.79|6|8|1|0.0147697654213727|0.0849609035621199|0.352941176470588|0|16.99999999999998|1257.0983267593397
1|909|64.11|8|0|3|0.0055005500550055|0.0705280528052805|1.6|0|4.999999999999999|977.6315534653465
1|704|23.16|2|8|3|0.0426136363636364|0.0328977272727273|0.0666666666666667|1|30.00000000000003|727.9219113636364
2|1530|8.91|4|3|3|0.0130718954248366|0.0058235294117647|0.2|0|19.999999999999996|1538.961887647059
3|13|25.19|10|5|1|1.46153846153846|1.93769230769231|0.526315789473684|0|18.99999999999998|87.00046923076938
1|636|38.87|8|0|4|0.0283018867924528|0.0611163522012579|0.444444444444444|0|17.999999999999982|677.2455926100629
6|1434|17.25|0|8|0|0.0160390516039052|0.0120292887029289|0.0|0|23.000000000000053|1451.4575052301257
2|1459|77.21|4|1|2|0.0178204249485949|0.0529198080877313|0.153846153846154|0|25.999999999999957|1540.2959383824536
5|1123|58.9|8|9|1|0.0213713268032057|0.0524487978628673|0.333333333333333|0|24.0|1184.989234194123
6|1100|26.82|8|0|2|0.0254545454545455|0.0243818181818182|0.285714285714286|0|28.00000000000005|1127.4739203636366
4|352|21.69|10|7|0|0.0198863636363636|0.0616193181818182|1.42857142857143|0|6.999999999999988|375.02652301136357
1|473|15.14|11|1|0|0.0549682875264271|0.0320084566596195|0.423076923076923|1|26.000000000000018|488.6246080338267
2|1597|11.14|2|5|5|0.0137758296806512|0.0069755792110206|0.0909090909090909|0|21.999999999999968|1608.2177079524108
1|91|0.26|8|6|4|0.307692307692308|0.0028571428571428|0.285714285714286|1|28.00000000000003|91.26074285714286
4|1821|91.48|7|10|4|0.0087863811092806|0.0502361339923119|0.4375|0|15.999999999999972|1917.0756015376166
5|709|22.5|9|8|0|0.0282087447108604|0.0317348377997179|0.45|0|20.00000000000002|732.2140338504936
1|1537|38.44|5|6|1|0.0175666883539362|0.0250097592713077|0.185185185185185|1|26.99999999999994|1576.401375146389
3|691|33.87|9|5|1|0.0303907380607815|0.0490159189580318|0.428571428571429|0|21.000000000000014|726.5301691751084
2|1698|7.59|6|7|5|0.0111896348645465|0.0044699646643109|0.315789473684211|0|18.999999999999957|1705.623927031802
6|1698|32.22|4|3|3|0.0005889281507656|0.0189752650176678|4.0|0|0.9999999999999889|1730.831383038869
3|171|21.51|1|3|5|0.0994152046783626|0.125789473684211|0.0588235294117647|0|17.000000000000004|195.21573157894747
4|216|77.45|3|6|3|0.0833333333333333|0.358564814814815|0.166666666666667|0|17.999999999999993|321.22084490740747
5|1026|24.44|3|3|0|0.0224171539961014|0.0238206627680312|0.130434782608696|0|23.00000000000004|1051.0221769980508
2|1660|13.69|1|3|2|0.0126506024096386|0.0082469879518072|0.0476190476190476|0|21.000000000000075|1673.8029012650602
4|123|6.72|4|9|4|0.235772357723577|0.0546341463414634|0.137931034482759|0|28.99999999999997|130.08714146341464
5|635|52.23|9|0|5|0.0456692913385827|0.082251968503937|0.310344827586207|0|29.000000000000014|691.5260203149605
4|942|90.29|7|1|5|0.0180467091295117|0.0958492569002123|0.411764705882353|0|17.00000000000002|1040.9442294055202
4|581|87.17|1|3|1|0.0327022375215146|0.150034423407917|0.0526315789473684|0|18.999999999999982|681.2485006884679
1|439|63.23|10|3|2|0.0182232346241458|0.144031890660592|1.25|0|8.000000000000005|511.33713644646906
5|1469|91.79|1|8|3|0.0142954390742001|0.0624846834581348|0.0476190476190476|0|20.999999999999947|1566.5254690946222
1|511|28.39|10|5|2|0.0234833659491194|0.0555577299412916|0.833333333333333|0|12.000000000000014|540.9672839530333
